dateIDd,Weekday,Holiday,Duration,Volume
20200719,0,0,940.1430231807323,15487
20200720,1,0,864.1478345443103,17479
20200721,1,0,900.3829241296036,19876
20200722,1,0,856.4317500832316,18022
20200723,1,0,874.2544559923683,19917
20200724,1,0,885.6927019075638,21074
20200725,0,0,978.3649529326575,20715
20200726,0,0,942.8276963180189,15345
20200727,1,0,824.7107405667763,12774
20200728,1,0,885.1317930688097,19910
20200729,1,0,836.9706176544136,15996
20200730,1,0,853.6382146493061,18663
20200731,1,0,873.3932205176867,18969
20200801,0,0,990.6469999089502,21966
20200802,0,0,865.2689655172413,10005
20200803,1,0,873.7505846585594,17104
20200804,1,0,716.7801878736122,5855
20200805,1,0,847.0356188262638,17210
20200806,1,0,902.9116425120773,20700
20200807,1,0,888.6168881559802,20618
20200808,0,0,995.7249365780325,21286
20200809,0,0,915.0906371115796,14707
20200810,1,0,865.978591845068,17143
20200811,1,0,830.8255681096864,15754
20200812,1,0,870.5330308620432,20057
20200813,1,0,871.2716714022232,20061
20200814,1,0,875.5035218062524,20728
20200815,0,0,974.9005449591281,21286
20200816,0,0,958.3723924123798,19031
20200817,1,0,845.1040668218541,14606
20200818,1,0,838.2433835562327,17721
20200819,1,0,869.9015819975983,19153
20200820,1,0,844.8069318446151,17196
20200821,1,0,837.3467663937068,15509
20200822,0,0,985.714187391025,21794
20200823,0,0,905.1782452077705,15546
20200824,1,0,823.5616257781032,13655
20200825,1,0,832.86585572843,17675
20200826,1,0,850.3969528178244,18312
20200827,1,0,834.0372173718379,17868
20200828,1,0,875.8868215511666,20101
20200829,0,0,772.7757433226944,5953
20200830,0,0,930.6448107226952,16563
20200831,1,0,847.018549747049,17790
20200901,1,0,816.9352539530427,16696
20200902,1,0,765.3055391868003,13576
20200903,1,0,868.1346544463711,20185
20200904,1,0,844.2219781397342,18664
20200905,0,0,943.8530417322407,18427
20200906,0,0,986.8478072550081,18470
20200907,1,1,868.4199701151446,11377
20200908,1,0,791.8856567013772,14885
20200909,1,0,781.9772380467955,15728
20200910,1,0,760.0069015097052,13910
20200911,1,0,839.0151715388275,18917
20200912,0,0,956.3919198895028,20272
20200913,0,0,776.6872149094227,7673
20200914,1,0,780.8926684280053,15140
20200915,1,0,771.625780316111,15058
20200916,1,0,828.5459220348355,18085
20200917,1,0,791.8208071310825,16379
20200918,1,0,785.891500341976,16083
20200919,0,0,872.6302559118885,15435
20200920,0,0,879.0675080716172,13628
20200921,1,0,780.065907124315,13868
20200922,1,0,776.6232446774089,15453
20200923,1,0,800.5092536591267,16534
20200924,1,0,793.5436764983334,15901
20200925,1,0,791.4701654377594,16139
20200926,0,0,965.7563428454745,19589
20200927,0,0,947.8963155981094,16502
20200928,1,0,773.467087276551,14265
20200929,1,0,708.0350856467809,8465
20200930,1,0,743.4029511918275,12334
20201001,1,0,775.5254850088184,11340
20201002,1,0,737.639746807814,9163
20201003,0,0,876.1204382438717,12687
20201004,0,0,918.5010250102501,12195
20201005,1,0,782.7759909596662,11504
20201006,1,0,796.8419616404179,12826
20201007,1,0,715.0760320394331,8115
20201008,1,0,760.1884975233902,10902
20201009,1,0,777.8868782395199,10997
20201010,0,0,902.508657037768,11147
20201011,0,0,931.2067883628066,10518
20201012,1,1,960.4536034785826,10809
20201013,1,0,708.619606841971,3917
20201014,1,0,795.5966401899024,10953
20201015,1,0,803.6095954844778,11693
20201016,1,0,723.1870640456563,6308
20201017,0,0,930.1760679903731,13296
20201018,0,0,905.8364026113222,10263
20201019,1,0,720.2620678135961,5987
20201020,1,0,726.4327452364149,7085
20201021,1,0,700.4177649395198,5539
20201022,1,0,776.8334485141672,10129
20201023,1,0,900.6375086505191,14450
20201024,0,0,906.1268765133171,12390
20201025,0,0,844.4614287412338,8413
20201026,1,0,675.388508170796,3794
20201027,1,0,736.5309605715798,7558
20201028,1,0,715.8734469066222,7807
20201029,1,0,726.893912211458,8361
20201030,1,0,713.3605899857679,7729
20201031,0,0,820.2425772328405,8319
20201101,0,0,745.4640835872877,4594
20201102,1,0,672.9705825053575,5133
20201103,1,0,684.2651654411765,4352
20201104,1,0,723.7574037133651,6517
20201105,1,0,848.5926437759116,9407
20201106,1,0,799.996699669967,10605
20201107,0,0,995.602329204065,13481
20201108,0,0,1013.6330318153463,12824
20201109,1,0,858.442902775005,10018
20201110,1,0,883.1071926515214,12193
20201111,1,0,769.9087742216416,9186
20201112,1,0,752.7617591721543,8504
20201113,1,0,720.3305131761442,7210
20201114,0,0,796.7855962544753,7262
20201115,0,0,699.5216839969567,3943
20201116,1,0,628.571906354515,299
