dateIDm,avgTemp,avgHigh,avgLow,avgHumRel,sumPrecipitationHgt,avgDailyPrecipitation,daysRain,avgWindSpd,avgWindChill,avgHighWindchill,avgLowWindchill,percentCloudy,percentSunny,Year,Month
201703,-2.348302469135803,1.038888888888889,-5.735185185185184,68.06018518518518,285.34999999999997,0.19675925925925924,11.0,12.693287037037038,-9.303274944607896,-5.214285714285714,-13.380952380952383,0.1736111111111111,0.1388888888888889,2017,3
201704,7.8889351851851846,12.035555555555554,3.835555555555556,71.21898148148148,167.94999999999993,0.22916666666666669,21.0,14.143981481481482,-3.1833333333333336,-2.9166666666666665,-3.5,0.22638888888888883,0.14444444444444443,2017,4
201705,13.234475806451613,17.445161290322577,8.958064516129031,69.27038530465948,114.24999999999997,0.16801075268817203,18.0,13.920698924731182,,,,0.28091397849462363,0.1263440860215054,2017,5
201706,18.80837962962963,22.81111111111111,14.58888888888889,69.36203703703703,133.25,0.10833333333333335,16.0,13.251388888888892,,,,0.25,0.1680555555555556,2017,6
201707,20.689336917562724,24.791935483870965,16.709677419354836,71.69601254480285,79.8,0.09408602150537634,15.0,10.767025089605735,,,,0.19623655913978497,0.24327956989247315,2017,7
201708,19.932392473118277,24.15376344086021,15.608602150537632,69.56608422939068,88.29999999999998,0.07123655913978494,12.0,10.90725806451613,,,,0.21102150537634412,0.24462365591397847,2017,8
201709,18.29407407407407,23.130555555555553,13.963333333333331,72.60300925925927,47.400000000000006,0.05416666666666666,7.0,10.05625,,,,0.17777777777777776,0.2625,2017,9
201710,13.368593189964157,17.794086021505368,9.03225806451613,72.3405017921147,115.65,0.10887096774193547,14.0,12.836693548387098,-2.5,-2.0,-3.0,0.20698924731182797,0.20295698924731181,2017,10
201711,3.119490740740741,6.7377777777777785,-0.9266666666666664,70.72731481481482,54.050000000000004,0.1472222222222222,8.0,11.807407407407403,-5.312028492949546,-2.95,-7.35,0.35000000000000003,0.08888888888888888,2017,11
201803,-1.2300154320987653,2.3759259259259258,-4.958333333333333,60.834876543209866,27.599999999999998,0.13425925925925924,6.0,13.157407407407407,-8.31416363324718,-5.111111111111111,-11.5,0.19212962962962965,0.18287037037037035,2018,3
201804,3.974398148148148,7.607777777777779,0.1822222222222219,63.89421296296296,116.35000000000001,0.18194444444444446,16.0,14.675462962962964,-6.150012841189312,-4.03921568627451,-8.411764705882353,0.24444444444444452,0.10555555555555557,2018,4
201805,15.63953853046595,21.011827956989254,9.978494623655914,55.966621863799276,57.15,0.07795698924731183,12.0,13.12612007168459,,,,0.20564516129032262,0.23655913978494622,2018,5
201806,18.841944444444444,23.49333333333333,14.05,62.327314814814805,95.05,0.11388888888888889,13.0,12.32592592592593,,,,0.2305555555555556,0.20555555555555557,2018,6
201807,24.402195340501795,29.195698924731182,19.288172043010753,60.43817204301076,67.4,0.04838709677419355,9.0,11.705421146953409,,,,0.20295698924731184,0.26075268817204295,2018,7
201808,22.744847670250895,27.158064516129034,18.59462365591398,71.27822580645162,49.75,0.07526881720430108,18.0,10.666666666666666,,,,0.2647849462365592,0.2043010752688172,2018,8
201809,17.43518518518518,21.84111111111111,13.097777777777775,73.00925925925927,101.0,0.08888888888888888,16.0,10.922685185185186,,,,0.24305555555555555,0.2111111111111111,2018,9
201810,6.965770609318998,10.101075268817207,3.7096774193548385,73.57056451612901,89.14999999999999,0.1397849462365591,20.0,13.567876344086022,-3.9646520146520148,-3.0,-5.119047619047619,0.3077956989247312,0.10483870967741936,2018,10
201811,1.9821296296296296,4.173333333333333,-0.6666666666666669,75.23287037037038,66.45,0.18333333333333332,8.0,15.03194444444445,-6.704231643924626,-4.796296296296296,-9.0,0.2638888888888889,0.125,2018,11
201903,0.31435185185185166,3.3314814814814824,-2.9462962962962957,64.00308641975309,46.0,0.14351851851851852,10.0,15.27006172839506,-6.565974501688787,-4.333333333333334,-8.904761904761905,0.19444444444444445,0.17592592592592593,2019,3
201904,5.394444444444444,9.156666666666666,1.7077777777777778,66.24537037037037,126.85,0.18472222222222223,19.0,15.189351851851852,-5.734276010679754,-4.181818181818182,-6.8939393939393945,0.24722222222222226,0.14027777777777783,2019,4
201905,12.099843189964156,16.15376344086021,7.973118279569895,65.41644265232976,101.84999999999998,0.12231182795698922,21.0,12.157258064516126,-5.0,-5.0,-5.0,0.3010752688172042,0.1021505376344086,2019,5
201906,18.56263888888889,23.15222222222222,13.755555555555555,61.416666666666664,110.14999999999999,0.0763888888888889,10.0,11.68287037037037,,,,0.23194444444444443,0.20972222222222225,2019,6
201907,23.64016577060932,28.274193548387093,18.692473118279572,63.5777329749104,56.75,0.03225806451612903,10.0,11.214157706093191,,,,0.1935483870967742,0.2594086021505376,2019,7
201908,20.846236559139783,25.241935483870964,16.28172043010753,64.84856630824372,55.7,0.06451612903225808,13.0,10.969534050179211,,,,0.17338709677419356,0.2594086021505377,2019,8
201909,15.875370370370375,20.16777777777778,11.473333333333331,72.1425925925926,101.55000000000003,0.1111111111111111,17.0,10.728703703703705,,,,0.2222222222222222,0.2041666666666667,2019,9
201910,9.875156810035842,13.893548387096772,5.944086021505377,75.36895161290323,262.75,0.16129032258064518,18.0,11.174955197132615,-2.5,-2.0,-3.0,0.22849462365591394,0.14381720430107525,2019,10
201911,0.09759259259259258,2.9044444444444437,-3.1244444444444444,70.22685185185183,30.500000000000004,0.16666666666666663,9.0,15.838888888888887,-8.46316919191919,-5.333333333333333,-11.733333333333334,0.2527777777777778,0.05833333333333333,2019,11
202003,1.480941358024691,5.262962962962963,-2.1722222222222225,63.82793209876544,77.25,0.1643518518518519,12.0,14.028549382716045,-6.142512932973459,-3.730769230769231,-8.743589743589745,0.21759259259259256,0.1736111111111111,2020,3
202004,5.322453703703704,9.24888888888889,1.0200000000000002,55.03240740740741,74.90000000000002,0.11944444444444444,18.0,19.13333333333333,-4.977021329365079,-3.40625,-6.375,0.2416666666666667,0.19722222222222222,2020,4
202005,13.75625,18.437634408602147,8.570967741935485,49.63306451612904,28.35,0.04032258064516129,10.0,17.137096774193544,-3.25,-3.0,-3.5,0.25000000000000006,0.19354838709677416,2020,5
202006,20.25535829307568,25.257777777777772,14.91777777777778,59.41851851851853,27.200000000000003,0.04722222222222223,11.0,12.750925925925923,,,,0.20555555555555557,0.23194444444444443,2020,6
202007,24.11832437275985,28.71612903225806,19.47956989247312,66.0241935483871,104.10000000000002,0.06720430107526883,12.0,11.521505376344088,,,,0.23521505376344085,0.21236559139784947,2020,7
202008,20.545026881720425,24.621505376344086,16.50860215053763,72.03001792114694,208.79999999999998,0.11827956989247311,15.0,10.612455197132615,,,,0.18145161290322578,0.2594086021505377,2020,8
202009,15.18053240740741,19.455555555555545,10.737777777777778,71.0599537037037,93.45000000000002,0.06805555555555556,13.0,11.441666666666663,,,,0.2527777777777778,0.18055555555555555,2020,9
202010,8.925985663082434,12.644086021505375,5.077419354838709,71.95116487455196,115.44999999999999,0.13440860215053763,16.0,11.920698924731187,-4.895446950710109,-3.1666666666666665,-6.361111111111112,0.2674731182795699,0.13709677419354838,2020,10
202011,8.072037037037038,12.457777777777777,3.5911111111111107,68.11111111111111,13.75,0.058333333333333334,7.0,13.56851851851852,-4.258541921041921,-2.6190476190476195,-5.642857142857143,0.2138888888888889,0.22222222222222218,2020,11
