,dateIDd,Weekday,Holiday,Duration,Volume,dateIDd,Weekday,Holiday,Duration,Volume
326,20180730,1,0,820.9519530353218,30491,20180730,1,0,820.9519530353218,30491
327,20180731,1,0,807.9252843768107,32791,20180731,1,0,807.9252843768107,32791
328,20180801,1,0,795.9299695378833,30858,20180801,1,0,795.9299695378833,30858
329,20180802,1,0,815.2202991903198,33223,20180802,1,0,815.2202991903198,33223
330,20180803,1,0,825.07360956274,32292,20180803,1,0,825.07360956274,32292
331,20180804,0,0,890.1723358753984,24783,20180804,0,0,890.1723358753984,24783
332,20180805,0,0,926.3098576082581,27319,20180805,0,0,926.3098576082581,27319
333,20180806,1,0,803.0535044495108,27194,20180806,1,0,803.0535044495108,27194
334,20180807,1,0,772.196451686591,26266,20180807,1,0,772.196451686591,26266
335,20180808,1,0,790.0691117393245,26884,20180808,1,0,790.0691117393245,26884
336,20180809,1,0,803.4359948898116,31310,20180809,1,0,803.4359948898116,31310
337,20180810,1,0,833.9248966536917,33141,20180810,1,0,833.9248966536917,33141
338,20180811,0,0,918.7482570843885,28831,20180811,0,0,918.7482570843885,28831
339,20180812,0,0,907.2922158957961,25642,20180812,0,0,907.2922158957961,25642
340,20180813,1,0,809.3744708016934,29762,20180813,1,0,809.3744708016934,29762
341,20180814,1,0,799.708703888015,31147,20180814,1,0,799.708703888015,31147
342,20180815,1,0,796.1639533763606,31143,20180815,1,0,796.1639533763606,31143
343,20180816,1,0,825.7925538241942,33628,20180816,1,0,825.7925538241942,33628
344,20180817,1,0,722.3924728700068,21655,20180817,1,0,722.3924728700068,21655
