dateIDh,Weekday,Holiday,Duration,Volume
2018092518,1,0,627.4107594936709,1580
2018092519,1,0,609.1255645889793,1107
2018092520,1,0,596.4236509758898,871
2018092521,1,0,636.08203125,768
2018092522,1,0,683.3487084870849,542
2018092523,1,0,632.6519174041298,339
2018092600,1,0,610.0568720379147,211
2018092601,1,0,740.0842105263158,95
2018092602,1,0,756.7536231884058,69
2018092603,1,0,604.8909090909091,55
2018092604,1,0,707.4230769230769,26
2018092605,1,0,598.6197183098592,71
2018092606,1,0,686.8490566037735,318
2018092607,1,0,768.5604963805584,967
2018092608,1,0,717.3875793291024,2206
2018092609,1,0,658.6229508196722,1403
2018092610,1,0,698.0993464052287,765
2018092611,1,0,632.5147849462365,744
2018092612,1,0,605.8502732240437,915
2018092613,1,0,614.5797101449275,552
2018092614,1,0,702.3477653631285,716
2018092615,1,0,677.1354916067146,834
2018092616,1,0,674.1718869365928,1309
2018092617,1,0,690.5870288248337,1804
2018092618,1,0,689.2512,1875
2018092619,1,0,672.4523264683447,1311
2018092620,1,0,659.1299065420561,1070
2018092621,1,0,691.0247046186896,931
2018092622,1,0,687.8480845442537,757
2018092623,1,0,723.1244343891402,442
2018092700,1,0,682.2423076923077,260
2018092701,1,0,675.1006289308176,159
2018092702,1,0,662.3170731707318,82
2018092703,1,0,660.2931034482758,58
2018092704,1,0,737.5121951219512,41
2018092705,1,0,697.8659793814433,97
2018092706,1,0,648.4041450777202,386
2018092707,1,0,800.5138592750533,1407
2018092708,1,0,755.0875887724045,2957
2018092709,1,0,691.7471626733922,1586
2018092710,1,0,771.9841628959276,884
2018092711,1,0,719.513098464318,1107
2018092712,1,0,732.4405385190726,1337
2018092713,1,0,767.0745098039216,1275
2018092714,1,0,793.7268128161888,1186
2018092715,1,0,799.3598435462842,1534
2018092716,1,0,790.1717214865442,2341
2018092717,1,0,764.7452887537994,3290
2018092718,1,0,721.745880312229,2306
2018092719,1,0,670.4258258258259,1665
2018092720,1,0,672.9505106048704,1273
2018092721,1,0,676.7605877268799,1157
2018092722,1,0,674.4878048780488,820
2018092723,1,0,702.8070444104135,653
2018092800,1,0,737.1116279069768,430
2018092801,1,0,770.0102389078498,293
2018092802,1,0,892.141975308642,162
2018092803,1,0,696.8925619834711,121
2018092804,1,0,725.968253968254,63
2018092805,1,0,692.7676767676768,99
2018092806,1,0,670.5988538681949,349
2018092807,1,0,781.5203007518797,1330
2018092808,1,0,745.5234604105572,2728
2018092809,1,0,692.0882163554411,1553
2018092810,1,0,720.9278350515464,970
2018092811,1,0,770.6596638655462,1190
2018092812,1,0,764.4277414669572,1377
2018092813,1,0,771.4532324621733,1454
2018092814,1,0,785.3325471698113,1272
2018092815,1,0,850.1588571428572,1750
2018092816,1,0,797.238543371522,2444
2018092817,1,0,793.5138934292253,3059
2018092818,1,0,771.327406764961,2306
2018092819,1,0,705.3343908629441,1576
2018092820,1,0,700.6377682403433,1165
2018092821,1,0,733.9907881269191,977
2018092822,1,0,742.0581257413997,843
2018092823,1,0,656.9112627986348,586
2018092900,0,0,674.7796296296297,540
2018092901,0,0,770.7855297157623,387
2018092902,0,0,697.3246753246754,231
2018092903,0,0,713.9086757990867,219
2018092904,0,0,621.1558441558442,77
2018092905,0,0,792.4,75
2018092906,0,0,597.4464285714286,112
2018092907,0,0,677.176724137931,232
2018092908,0,0,715.2704761904762,525
2018092909,0,0,659.3090234857849,809
2018092910,0,0,793.0591836734694,980
2018092911,0,0,813.0647840531561,1204
2018092912,0,0,825.4182561307902,1468
2018092913,0,0,851.6550190597204,1574
2018092914,0,0,843.312537855845,1651
